news_title	label
Wasu Kungiyoyi Na Gudanar Da Tarukan Kawo Fahimtar Juna Tsakanin Musulmai Da Krista	Nigeria
Ana Cigaba Da Garkuwa Da Mutane a Adamawa Da Taraba	Nigeria
Hukumar Lafiya Ta Duniya Ta Amince Da Wani Maganin Yakin Tarin Fuka Ga Masu Cutar HIV	Health
Najeriya tana fuskantar barazanar gaza cimma muradun karni	Health
Zakuna Na Cinye Wa Makiyayan Kudancin Kamaru Dabbobi	Africa
Ribar Shan Ruwan Zafi Na Lemo Kowacce Safiya	Health
Amurka Za Ta Taimakawa Nigeria Ta Gudanar Da Zaben 2019	Politics
Mutane biyu cikin uku na fuskantar barazanar kamuwa da cutar dundumi a Najeriya	Health
Rasha Ta Kama Wani Ba’Amurke A Birnin Kan Zargin Leken Asiri	World
Tsohon Shugaban Sashen Hausa Ya Zama Ministan Matasa Da Wasanni	Nigeria
An Kammala Taron Kungiyar Matan ECWA	Nigeria
Matsalar Bangar Siyasa A Adamawa	Politics
An Tsige Kakakin Majalisar Dokokin Jihar Kano	Politics
Gwamnatin Nigeria Za Ta Shawo Kan Matsalar Wutar Lantarki	Nigeria
Cutar Ebola Ta Yadu a Wasu Sassan Congo - WHO	Health
Wata Fashewa Tayi Sanadiyar Mutuwar Mutane Biyu A Rasha	World
Daruruwan Mata Sun Tattaru A Kofar Majalisar Dokokin Najeriya	Politics
China Na Fada Da Addini - Inji Jakadan Amurka	World
Masu ilimin kimiyya a Najeriya sun bayyana illar Fansidar a jinyar mata masu juna biyu	Health
Dambarwar Siyasar Jam'iyyar APC a Adamawa Ta Kai Ga Zuwa Kotu	Politics
Najeriya Na Karbar Bakuncin Atisayen Sojojin Ruwa Da Amurka Ta Shirya	Nigeria
Shugaban Ghana Ya Sallami Ministan Makamashin Kasar	Africa
"Kamfanin Facebook Ya Soke Shafukan "" Yan Kasar Iran 51"	World
A Karo Na Uku An Sassauta Dokar Hana Zirga-ziga a Garin Kaduna	Nigeria
Amurka Ta Gufanar da Saipov, Mutumin da Ya Kai Hari a New York, Gaban Kotu	World
An Bukaci Fallasa Malaman Jami'a Masu Lalata Da Dalibai	Nigeria
An Kai Hari Kan Jiragen Dakon Man Fetur Na Saudiyya	World
Mai Mala Buni Zai Tsaya Takarar Gwamna a Jihar Yobe	Politics
Ranar Nakasassu A Duniya, Ranar Mutunta Bil Adama	Health
Kungiyoyi Sun Ce Ba Za Su Zuba Ido Matakan Tsaro Na Sukurkucewa Ba	Nigeria
Najeriya ta ci alwashin rage macen macen kananan yara	Health
An Alakanta Yawan Shan Kwayoyi A Borno Da Yakin Boko Haram	Nigeria
Yau Ake Bikin Karamar Sallah a Najeriya	Nigeria
Jamhuriyar Nijar: An Ba Da Umarnin Dage Dokar Ta-Baci A Yankin Tilabery	Africa
Rikicin Tiv, Jukun Ya Sa An Rufe Jami'ar Tarayya a Wukari	Nigeria
Takaddamar Murabus Din Ministar Kudi Kemi Adeosun	Nigeria
Dan Kunar Bakin Wake Ya Kashe Mutum 17 A Mogadishu	Africa
Gwamnonin Arewacin Najeriya Sun Amince Da Shirin Kafa Rugage	Nigeria
Wani Babban Hadimi Ya Kare Kafa Dokar Ta Baci Da Trump Ya Yi	World
Belgium Ta Ba Laurent Gbagbo Mafaka	World
Jami'in Rotary Ya Yaba Ma 'Yan Jarida Masu Yaki Da Polio	Health
Sarkin Qatar Ya Kauce wa Batun Iran a Ganarwarsa Da Trump	World
Imo: An Ceto Wasu Mazauna Amurka Daga Masu Garkuwa	World
Jamhuriyar Niger Na Shirin Tura Sojojin Ta Mali	Africa
Tsohon Shugaban Hukumar Tsaron Farin Kaya, DSS, Lawal Daura Na Hannun 'Yan Sanda	Nigeria
An Sake Kai Karar Shugaba Trump Kotu	World
An Samu Barkewar Cutar Amai Da Gudawa a Mozambique	Health
An kaddamar da wani shirin kula da mata masu juna biyu ta wayar salula	Health
Za a yiwa kananan yara miliyan 111 rigakafin shan inna	Health
Yan Sanda Sun Gano Mota Shake Da Makamai A Las Vegas	World
Kalaman El-Rufa'i Yunkuri Ne Na Bata Sunan Najeriya - Sule Lamido	Nigeria
Rasha Ta Raunata Mayakan Ruwan Ukraine Shida	World
Ranar Bada Agaji Ta Duniya	World
Kimanin mutane dubu daya ke kamuwa da kwayar cutar HIV kowacce rana a Najeriya	Health
Jakadan Najeriya a Afirka Ta Kudu Ya Yi Murabus, Kuma Ya Koma PDP	Politics
China Za Ta Cire Haraji Kan Wasu Jerin Kayakin Amurka	World
Har Yanzu Sojojin Venezuela Suna Biyayya Ga Maduro	World
Bincike ya nuna jemagu suna dauke da miyagun cututuka	Health
Najeriya: Kungiyar Ma'aikatan Jami'o'i Ta Shiga Yajin Aikin Gargadi	Nigeria
Najeriya Ta Lallasa Kamaru Da Ci 3-2	Africa
Mutane da yawa a jihar Florida zasu dade ba su da wutar lantarki	World
Jami'an Tsaro Sun Hallaka Wani Madugun 'Yan Bindiga	Nigeria
Sarkin Japan Ya Sauka Daga Karagar Mulki	World
Nijeriya Tana Bukatan Inganta Sashin Kiwon Lafiyarta	Health
KAJURU: Muna Son A Kare Rayuka Da Kaddarorin mu	Nigeria
Dalilin Hana Duk Wani Nau’in Gangami a Kano – ‘Yan sanda	Nigeria
Kun San Abin Da Buhari Ya Fadawa Sakkwatawa?	Nigeria
Matasa dubu dari bakwai suke dauke da kwayar cutar HIV a Najeriya	Health
Jiya Lahadi Dubban Mutane Suka Yi Macin Neman A Karawa Puerto Rico Agaji	World
A Sudan ta Kudu Gwamnati Da 'Yan Adawa Sun Rabbata Hannu Akan Yarjejeniyar Zaman Lafiya	Africa
Qatar Za Ta Fice Daga OPEC	World
Gwamnatin Jahar Kaduna Ta Sassauta Dokar Hana Fita	Nigeria
Bill Gates Yace Yadda Ake Allurar Rigakafi a Nigeriya Tana Tafiyar Hawainiya	Health
Atiku Abubakar Ya Karbi Tikitin PDP Don Karawa Da Buhari A 2019	Politics
Amurka Ta Bukaci China Ta Daina Garkame Musulmi Kabilar Uighur	World
Amurka Ta Ce A Shirye Ta Ke Ta kwade Koriya Ta Arewa	World
Amurka Ta Jaddada Bukatar Gudanar Da Zaben Najeriya Cikin Lumana	World
Mutane Da Yawa Ba Su Fita Zaben Afghanistan Ba	World
An Kaddamar Da Cibiyar Tattara Bayanan Sirri a Jihar Filato	Politics
"Za A Dawo Da Shirin Karbar Harajin Iyakar Shiga Gari Ko ""Tollgate"""	Nigeria
Jam'iyar Republican Ta Sha Kaye A Zaben Gwamnonin Jihohi Biyu	World
Darikar Tijjaniya Ta Nesanta Kanta Da Kungiyar 'Yan Hakika	Nigeria
Ko Macedoniya Zata Sauya Suna A Yau?	World
ZABEN NAJERIYA: Zaben Shugaban Kasa Da Na ‘Yan Majalisu	Politics
Trump Ya Ce Ana Iya Daidaitawa Kan Makomar 'Ya'yan Bakin Haure	World
Cin Kwayaoyi Dangin su Gyada Bashi da Matsala ga Mata Masu Ciki	Health
Nigeria Za Ta Yi Aiki Da Kungiyar Yaki Da Cin Hanci Da Rashawa Ta Kasa Da Kasa	Nigeria
Majalisar Dinkin Duniya Za Ta Karfafa Zaman Lafiya A Afghanistan	World
Waye Zai Lashe Zaben Shugaban Kasar Senegal?	Africa
Ana Dakon Sakamakon Zaben Shugaban Kasar Mali	Africa
Mahathir Na Niyar Murabus Ya Bawa Tsohon Mataimakinsa Dama	World
Mutanen Taraba Sun Nuna Damuwa Ga Dokar Hana Fita	Nigeria
Amurka Da China Sun Koma Bakin Dagar Cinakayya	World
Mutane 19 ne Kawai Suka Kamu da Cutar Ebola a Najeriya	Health
Raguwar Mutuwar Mata	Health
Mutum 15 Ke Mutuwa a Titunan Najeriya a Kullum - Rahoto	Nigeria
Masu Ruwa Da Tsaki Sun Fara Taron Wuni Uku Kan Harkokin Tsaro	Nigeria
Niger Da Nigeria Suna Sintirin Hadin Gwiwa Akan Iyakarsu.	Africa
Amurka Ta Shirya Ta Kashe Har Dala Miliyan 60 Domin Yaki da Ta'addanci a Yankin Sahel	World
Bukukuwan cikar Najeriya Shekara 59 Da Samun 'Yanci	Nigeria
Najeriya, Nijar Sun Yi Taro Kan Tsaron Yankunansu	Africa
Kristoci Sun Fara Gudanar Da Bukukuwan Easter a Fadin Duniya	World
Zaben Brazil: Za a Je Zagaye Na Biyu Tsakanin Haddad da Jair	World
Cikakken Bayanin Cutar Maleriya Kashi Na Biyu - Me Ke Janyo Cutar Maleriya?	Health
Kungiyoyin Arewa Sun Baiwa Shugaba Buhari Wa'adin Kwanaki 30!	Politics
Ana Cece-Kuce Kan Auren Wani Dattijo Da Karamar Yarinya A Jihar Naija	Nigeria
Anyi Kira Ga Kasashen Duniya Su Yanke Hulda Da Kasar Myanmar	World
Siyasar Uban Gida Tana Da Hadari Ga Damokaradiya:Masana	Politics
An Fara Samun Matsalar Wutar Lantarki A Jamhuriyar Nijer	Africa
India Na Ci Gaba Da Sauya Matsayin Kashmir Na Mai Cin Gashin Kai	World
Manyan Kungiyoyi Sun Hada Hannu a Yaki Da Cutar Kanjamau	Health
APC: Ana Kai Ruwa Rana Game Da Batun ‘Yan Takarar Gwamna a Adamawa da Taraba	Politics
An Fara Azumin Watan Ramadana A Duk Fadin Duniya	World
Shin APC Za Ta Amince Da Zaben Yar Tinke A Jihar Adamawa?	Politics
Jirgin Kasa Ya Murkushe Shanu 52 A Kaduna	Nigeria
Najeriya Ta Hana Daukar Fansa Kan Kaddarorin Afurka Ta Kudu	Africa
Hadakar Kungiyoyin Kudancin Najeriya Na Kira Ga Fulani	Nigeria
Hukumar UNFPA Zata Bada $2.5 Domin Kula da Lafiyar Mata Da Kananan Yara a Nigeriya	Health
Masana Sun Gano Sabuwar Hanyar Gano Masu Dauke Da Cutar TB	Health
Joshua Wong Ya Shiga Zanga Zangar Hong Kong	World
Tsohon Shugaban Kasar Misra Morsi Ya Rasu	Africa
Yawan Mutuwar Mata Da Jarirai Wajen Haihuwa Ya Ragu.	Health
Rashin Kudi Ya Kashe Kasuwar Raguna A Adamawa	Nigeria
Wacce Rawa Sabbin ‘Yan Majalisun Dattawan Najeriya Za Su Taka?	Politics
Matasan Nigeria Sun Yi Wa EFCC Korafi Kan Yadda Kamfanonin Waje Ke Hana Su Aiki	Nigeria
Wasu Matasa Sun Bijirewa Bangar Siyasa a Kogi Da Pilato	Politics
Sarakuna sun yunkura wajen ceto rayukan kananan yara	Health
Dandalin Gwamnonin Najeriya ya nemi goyon bayan kungiyoyin mata a yaki da cutar Polio	Health
Afrika Ta Zama Nahiya Mai Saurin Samun Ci Gaba-Inji MDD	World
Kotun Zabe Ta Jaddada Nasarar Kauran Bauchi	Politics
Lamarin 'Yan Boko Haram Ya Tayarwa Da Wasu 'Yan NIjar Hankali	Africa
Shekarar 2019 Za Ta Gaji Gyauron Al'amuran Shekarar 2018 -- inji Aminu Sule	Nigeria
Cutar Atini Ta Kashe Yara Biyar A Afirka Ta Kudu	Health
Amurka Na Duba Yiwuwar Cire Sudan Daga Jerin Kasashe Masu Taimakawa Ta'addanci	World
An Fara Kai Ruwa Rana Tsakanin 'Yan Majalisa Da Mataimakansu A Nijer	Africa
An Samu Cigaba Wajen Kawar da Yada Cutar Kanjamau Daga Uwa Zuwa ga Jariri	Health
Amurka Da Kungiyar Amnesty International Sun Nuna Damuwarsu Kan Kisan Hauwa Liman	World
Trump Ya Nuna Rashin Amincewarsa Ga Masu Wariyar Launin Fata	World
INEC Ta Bude Zauren Karbar Sakamakon Zabe a Abuja	Politics
An Kara Tsaida Yoweri Museveni A Matsayin Dan Takarar Shugaban Kasa	Africa
An Sami Bullar Ciwon Shan Inna A Ethiopia	Health
Jami'an Tsaron Jihar Oyo Sun Ce Sun Shiryawa Zabe	Politics
Yadda Harin Ramuwar Gayya Ke Kara Ta'azzara Rikicin Kaduna	Nigeria
Borno: Sake Samun Tabarbarewar Lamuran Tsaro	Nigeria
An Gudanar Da Zanga-zangar Rashin Samun Wutar Lantarki a Jihar Neja	Nigeria
Jihohin Da Cutar Kyanda Ta Fi Kamari a Najeriya	Health
Kwamandojin Boko Haram Sun Bindige Jagoransu Mamman Nur	Nigeria
An Tuhumi Tsohon Shugaban Yakin Neman Zaben Trump Da Cutar Amurka	World
Yan Majalisar Dokokin Amurka Na Matsawa Shugaba Trump Ya Ayyana Cewa Ana Yiwa Rohingya Musulmai Kisan Kare Dangi a Myanmar	World
Yau Alhamis, ranar Kanjamau ce ta Duniya	Health
Guguwar Tsunami Ta Kashe Mutane 43 A Indonesia	World
An Tsige Ministan Kudin Jamhuriyar Nijer Daga Mukamin Sa	Africa
An Kama 'Yan Dabar Amurka Dari Uku	World
Wasu 'Yan Siyasar Jihar Zamfara Sun Yi Murna Da Dage Zabe	Politics
Mutane 17 Suka Mutu Sanadiyar Gobarar Dajin Jihar California	World
Mata 'Yan Jarida A Jamhuriyar Nijar Sun Bayyana Matsalolinsu	Africa
Cikin Mummunan Yanayi Aka Sami Mutanen Da Aka Ceto A Wata Makarantar Islamiyya A Kaduna	Nigeria
Wani Kunar Bakin Wake Yayi Sanadiyyar Mutuwar Mutane 4	World
Gwamnatin Iraqi Na Shirin Fito Da Wasu Tsare tsaren Garambawul	World
Sojoji Masu Yawa Sun Halaka A Kauyen Tongo Tongo Na Jamhuriyar Nijer	Africa
Majalisar Wakilan Najeriya Na Gani Ya Kamata A Ba Masana'antu Tallafi	Politics
Akalla Mutane 23 Ake Hasashen Sun Mutu A Gobarar Japan	World
An Gudanar da Bukin Ranar Kutare a Jihar Maradi	Health
Najeriya: Za A Kafa Tashoshin Zamani Na Motoci	Nigeria
Zaben Mauritania: 'Yan Takara 6 Za Su Fafata Gobe Asabar	Africa
"Sojojin Najeriya Da Nijar Sun Kaddamar Da Farmakin ""Operation 'Yancin Tafki"""	Africa
An Gudanar Da Zanga-Zangar Lumana A Kan Zaben Gwamnoni	Politics
An Tsayar Da Ranar Zaben Kanannan Hukumomi A Jihar Filato	Politics
Shekara Daya Da Rabi Ba A Samu Bullar Polio A Sokoto Ba - In Ji Wamakko	Health
Tawagar Turai Ta Ce Ba Za Ta Fifita Wani Bangare A Zaben Najeriya Ba	World
Najeriya Ce Kan Gaba Wajen Yada Polio A Duniya	Health
Kwararru sun jadada muhimmancin shayar da jarirai da nonon uwa	Health
Ruwan Teku Na Iya Mamaye Legas Nan Da 2050 - Dr. Muhtari	Nigeria
Wani Yaro Dan Kasar Guatemala Ya Mutu A Hannun Jami’an Amurka	World
Yan Kwana-kwana Na Cigaba Da Dauki Ba Dadi Da Wutar Daji A Jihar California	World
Kimanin Mutane Dubu 95 Suke Mutuwa Ta Dalilin Shakar Hayakin Murhu	Health
Wani Dan Nijer Ya Sami Kujerar Hajji Albarkacin Bada Gummuwar Jini	Africa
Gamayyar Kungiyoyin Mata Musulmi, FOMWAN, Kan Polio	Health
Sojoji Sun Ci Zarafin Yara 3,600 A Najeriya - Rahoto	Nigeria
Kirsimeti: Paparoma Ya Yi Fatan Samun Zaman Lafiya a Gabas Ta Tsakiya	World
Zama Kusa Da Dam Na Hadassa Kamuwa Da Malaria	Health
Ana Kara Daukan Matakan Wanzar Da Zaman Lafiya a Pilato	Nigeria
Mama Taraba Ta Zama Yar Takarar Gwamna Karkashin Jam'iyyar UDP	Politics
Rashin Zaman Lafiya A Najeriya Siyasa Ce - In Ji Kungiyar Mata	Nigeria
Ba Lallai Ne Cin Kitse Ya Zamo Mai Lahani Ga Lafiya Ba, Amma...	Health
Hasashen Masana Kan Jihohin Da Ka Iya Ba Jam'iyya Nasara	Politics
Kawar Da Maleriya Zai Yi Wuya Ba Tare Da Rigakafinsa Ba	Health
NIJAR: Da Sauran Kalubala A Yaki Da Boko Haram	Africa
Shugaban Nijer Ya Lashi Takobin Ganin Bayan 'Yan Ta'addan Yankin Sahel	Africa
Amurka Tana Zargi Iran Da Kai Hari A Kan Jiragen Dakon Mai	World
Amurka Ta Tallafawa Sojojin Jamhuriyar Nijar Da Miliyoyin Daloli	World
Jigawa Ta Shirya Ba Yara Miliyan 1 Da Dubu 200 Rigakafin Polio	Health
‘Yan Sanda Zasu Gurfanar Da Mutanen Da Ake Zargi Da Kashe Janar Alkali	Nigeria
Firayim Ministan Burtaniya Yayi Yunkurin Rage Tsawon Wa'adin Zaman Majalisar	World
‘Yan Sandan Jihar Bauchi Sun Kama Wasu ‘Yan Jam’iyyar PRP 22	Politics
Dan Takarar Shugaban Kasar Nijar, Ya Musanta Wani Labari	Africa
Kashedin Amurka Ga Sauran Duniya Akan Makaman Nukiliyar Iran	World
Kashi 13% Na Kananan Yara Dake Mutuwa Na Faruwa a Kasar Nigeriya	Health
Wasu Manyan Jami'an Amurka Sun Ce Korea ta Arewa Na Iya Kai Hari Kan Amurka cikin 'Yan Watanni Masu Zuwa	World
Kwararru Sun Ce Gubar Dalma A Jihar Zamfara Ta Yi Yawan Da Ba Su Taba Gani Ba	Health
Jam'iyyar SDP Tace Dan Takararta na Gwamna A Jihar Adamawa Na Nan Daram	Politics
Shugaba Buhari Ya Kaddamar Da Yakin Neman Zabe	Nigeria
Gwamnatin Taraba Ta Ce A Shirye Take Ta Farfado Da Fannin Yawon Bude Ido A Yankin Mambila	Nigeria
Matsalar Tsaro Na Barazana Ga Hadin Kan Najeriya - Obasanjo	Nigeria
Kamfanin NNPC Zai Yi Wa Al'ummar Najeriya Aiki - Mele Kyari	Nigeria
Yan Sandan Kaduna Na Farautar Masu Tada Tarzoma A Cikin Jihar	Nigeria
Cutar Ebola ta Isa Najeriya	Health
Najeriya ta kiyasta kashe Naira biliyan 4.7 a wani sabon shirin yaki da cutar Polio	Health
Zaben Fidda Gwani Na Gwamnoni Na Kara Cazawa Jam’iyyar APC Kai	Politics
Abuja: Gangamin Kungiyoyin Mata a Birnin Tarayya	Politics
Brazil: Fursunoni Kusan 57 Sun Mutu A Gidan Yarin Altamira	World
Iran Ta Bukaci Amurka Ta Daina Mata Barazana	World
Alhazan Najeriya Na Kukan Rashin Masauki Mai Kyau A Saudiyya	World
Ba A Bukatar Yin Rigakafin Shawara Sau Biyu	Health
An Sake Yin ‘Yar Girgizar Kasa A Abuja	Nigeria
Hotunan Kan Kwalin Sigari Na Iya Sa Mutane Daina Shan Taba	Health
Gwamnatin Najeriya Ta Ce Ta Na Kokarin Murkushe 'Yan Bindiga	Nigeria
Ba za a iya shawo kan matsalar gubar dalma ba a jihar Zamfara	Health
Bouteflika Zai Sauka A Mulki	Africa
Tsoffin Shugabannin Amurka 5 Sun Halarci Gangamin Raye-Raye Don Tara Kudin Tallafawa.......	World
Rasha Ta Soki Amurka Game Da Gwajin Wani Makami Mai Linzami	World
Matashin Da Ya Hau Turken Salula Don Fushi Da Gwamnatin Buhari Ya Sauko	Politics
Zaben Dan Takarar Gwamna A Adamawa Ya Wuce Ya Bar Baya Da Kura	Politics
Masu Sukar Lamiri Sun Caccaki Shugaban Venezuela Akan Cin Abinci Mai Tsada Yayinda Al'umar kasar suke Tagayyara.	World
Buhari Ya Taya Obasanjo Murnar Cika Shekara 82	Nigeria
Kaduna: Za a Kafa Kwamitin Da Zai Binciki Rikicin Kajuru, Kachia	Nigeria
Gwamnatin Taraba Ta Tallafawa Al’ummar Da Ambaliyar Ruwa Ta Yiwa Barna	Nigeria
Mutuwa Ta Hada Kan Gaggan ‘Yan Siyasa Da Ba Sa Ga Maciji a Sokoto	Politics
Iran Ta Harbo Wani Jirgin Saman Amurka	World
Za A Samu Jinkiri Wajen Kafa Gwamnatin Farar Hula A Sudan	Africa
Faransa Ta Farauto Wasu Bakin Haure 50 A Cikin Jirgin Ruwa	World
Buhari Ya Rushe Kwamitin Binciken Cin Hanci Da Rashawa	Politics
Amurka Ta Jaddada Shirinta Na Samar Ma Najeriya Jiragen Yaki	World
Mutane 189 Sun Mutu A Hadarin Jirgin Saman Indonesia	World
Dakarun Najeriya Za Su Yi Wa 'Yan Bindigan Zamfara Dirar Mikiya	Nigeria
Sudan ta Kudu: Sojojin 'Yan Tawaye Za Su Hade Da Na Gwamnati	Africa
Janar Abdulsalam Ya Bukaci 'Yan Najeriya Su Kai Zuciya Nesa=	Politics
Dakarun Janar Haftar Sun Shiga Filin Tashin Jiragen Birnin Tripoli	Africa
Ruwa Da Muhalli Masu Tsabta Suna Da Muhimmanci A Rayuwar Kananan Yara	Health
An Kama Wasu Bakin Hauren Da Su Ka Nemi Arcewa Cikin Teku	World
Sama Da Bakin Haure 100 Sun Mutu a Tekun Bahar Rum	Africa
Rashin Isassun Kudade Na Yin Cikas Ga Yaki Da Cutar Ebola - WHO	Health
Hukumar Lafiya ta duniya tace an sami raguwar masu rasuwa da cutar Malariya	Health
Yau Ce Ranar Yaki Da Cutar SIDA Ko Kanjamau Ta Duniya	Health
Shugaban Zimbabwe Ya Koma Gida Saboda Tsananin Rikicin Kasar	Africa
Gwamnatin jihar Kano zata maido da tsarin duba gari	Health
Harin Houthi Ya Sa Saudiyya Rage Man Da Take Fitarwa	World
Jihohin Da Za a Yi Gwagwagwa a Zaben Gwamna	Politics
Shugaban Amurka Trump Ya Amince da Tillerson, Sakataren Harkokin Wajen Kasar	World
Atiku Ya Kai Gangamin Yakin Neman Zabensa Jigawa	Politics
Kwararru Sun Sami Karin Haske Game Da Zazzabin Cizon Sauro	Health
Ra’ayoyi Shugaba Donald Trump Sun Bambamta Da Na Firaiminstan Japan Shinzo Abe	World
Tanzania: An Mayar Da 'Yan Gudun Hijirar Burundi 500 Gida	Africa
An Jinjinawa Dakarun Hadin Gwiwar Kasashen Afrika	Africa
Mahara Sun Kashe Mai Garin Karal Jihar Taraba	Nigeria
Bayyana Sunayen 'Yan Takara Da Masu Zabe Ya Jawo Cece-kuce	Politics
Nijar Ta Soke Tsarin Takardar Visa Tsakaninta Da Kasashen Afirka	Africa
Yar Najeriya Ta Rasu daga Ebola	Health
"Wani Littafi Ya Bayyana Shugaba Trump a Matsayin ""Kidahumi"""	Africa
Shugaban Amurka Donald Trump Ya Ce Tsarin Shari'ar Amurka Shirme Ne	World
Wasu 'Yan Bindiga Sun Harbe Dan Takarar Sanata A Jihar Oyo	Politics
Sojoji Sun Kashe Janar Asamnew Tsige A Jiya Litinin	Africa
Anyi Gargadi Kan Saida Maganin Zazzabin Cizon Sauro Mara Kyau a Kasar Ghana	Health
“Wai Me Ke Faruwa Ne a Fagen Tsaro a Najeriya?” -SERAP ke tambaya	Nigeria
Manoman Tumatir Sun Ce Kwastam Na Ja Musu Asarar Miliyoyin Naira	Nigeria
Biraye Suna Dauke Da Fiye Da Miyagun Cututtuka 60	Health
Gwamnati Ta Ce Kungiyar IMN Aka Haramta Ba Addinin Shi'a Ba	Nigeria
Mallakar Katin Shaida Wajibi Ne Ga Matafiyi A Sassan Arewa Maso Gabas - Inji Soji	Nigeria
Adamawa: Ana Cece-kuce a Jam’iyyar APC Kan Tsayawa Takarar Gwamna	Politics
Hasashen Masana Kan Tattalin Arzikin Najeriya a 2019	Nigeria
Sakataren Harkokin Wajen Amurka ya ce kisan kare dangi aka yi a Myanmar	World
Shan Taba Sigari a Afrika	Health
Ana Gudanar Da Bukin Ranar Ma'aikata Kishiyoyin Juna a Venezuela	World
Asusun Yaki Da Cututuka Na Duniya Ya Bada Gudummuwa Domin Yaki Da Kanjamau A Najeriya	Health
Taron Dakarun Amurka Da Takwarorinsu Na Yankin Tafkin Chadi a Yamai	World
Amurka Ba Za Ta Fasa Fada a Afghanistan Ba - Jim Mattis	World
Najeriya na daya daga cikin kasashe shida da aka fi mutuwa da zazzabin cizon sauro a duniya	Health
Kutare sun koka dangane da rashin magani a jihar Niger	Health
Iran Ta Ce Akwai Yiwuwar Ta Tattauna Da Amurka	World
Masana sun gano sauron dake sa zazzabi	Health
Italiya Ta Kama Mutanen Da Ake Zargi Da Azabtar Da Bakin Haure	World
Har Yanzu Cutar Zazzabin Cizon Sauro Yana Cigaba Da Kashe Yara A Nijar	Health
Ragowar 'Yan Matan Chibok Sun Cika Kwanaki 2000 A Hannun 'Yan Boko Haram	Nigeria
Amurka da Norway zasu hada hannu wajen inganta lafiyar mata a Afrika.	Health
Sojojin Sudan Sun Ce Ba Za Su Mika Omar Ga Kotun Duniya Ba	Africa
Baya Ga Cutar Sankara, Sigari Na Haddasa Bugun Zuciya Da Shanyewar Bangaren Jiki	Health
Ana Shirin Fara Taron Yaki Da Kwalara Na VOA A Bauchi	Health
Mathew Sieyefa Ya Zama Mukaddashin Shugaban Hukumar DSS	Politics
Miyetti Allah Ta Fara Wayar Da Kan Matasa Kan Illar Shaye-shaye Da Bangar Siyasa	Nigeria
Sabbin Fasahun Zamani Zasu Taimaka Wajen Magance Mace Macen Jarirai a Afrika	Africa
Shagulgulan Sallah Sun Kankama a Najeriya Da Sauran Sassan Duniya	Nigeria
Najeriya Na Cikin Jerin Kasashen Da Al’umominsu Ke Fama Da Talauci	World
Kamaru Ta Shiga Tattaunawar Hadin Kai Kan Matsalolin Da Suka Addabi Kasar	Africa
Sayfullo Saipov da ya nika mutane da mota a New York an sameshi da aikata laifuka 22	World
Jihar Niger: 'Yan sara suka sun jikatta mutane fiye da 10 a Kontagora	Nigeria
Yan Kasar Senegal Sun Dunguma Zuwa Rnufunan Zabe A Yau Lahadi	Africa
Rwanda: Paul Kagame Ya Yi Wa Shugaban 'Yan Adawar Kasarsa Afuwa	Africa
Madugun Adawan Sudan ta Kudu Ya Amince Da Yarjejeniyar Zaman Lafiya	Africa
Guterres Ya Yaba Da Yadda Al'amura Ke Daidaituwa A Sudan	Africa
Dumamar Yanayi: Duniya Na Fuskantar Babban Bala'i	World
Masu Garkuwa Da Mutane Sun Tarwatsa Garuruwa 17 A Neja	Nigeria
Dangantakar Habasha Da Eritrea Na Kara Karfi	Africa
Yau Litinin Ce Ranar Maleriya Ta Duniya	Health
Hukumomi Da Shugabannin Addini A Nijar Sun Yi Allah Wadai Da Harin ChristChurch	World
Amurka Ta Tsaurara Matakan Bada Izinin Zama Kasar	World
Pakistan Na Shirin Korar Jakadan India A Kasarta	World
Rundaunar Sojin Najeriya Ta Sanar Da Ruguza Wani Sansanin Boko Haram	Nigeria
Siyasar Jihar Adamawa Ta Dauki Sabon Salo	Politics
Wadanda Suka Sace Tagwaye A Zamfara Sun Yi Nadama	Nigeria
Jam'iyyar Democrats Ta Amurka Ta Lashe Zaben Gwamnan Jihar Virginia da Jihar New Jersey	World
Nijar: An Saki Dalibai Kimanin 100 Da Aka Kama Lokacin Zanga-zanga	Africa
Dakarun Najeriya Sun Kashe ‘Yan bindiga 58 a Zamfara	Nigeria
Hukumar Zaben Congo Ta Hana Bemba Tsayawa Takara	Africa
An cire kasar Indiya a jerin kasashen dake fama da cutar Polio	Health
Ana Rashin Gaskiya Wurin Sayen Tikitin Jirgin Kasa A Kaduna	Nigeria
Watakila An Kawar Da Daya Daga Cikin Jinsunan Kwayoyin Cutar Polio	Health
Tabargazar Lalata: Fafaroma Ya Ki Amincewa Da Murabus Din Babban Fada Na Faransa	World
Janar Buratai Ya Jagoranci Jana'izar Janar Idriss Alkali (Murabus)	Nigeria
Rundunar 'Yan Sandan Najeriya Ta Nemi Taimakon Sojojin Sama	Nigeria
Wasu Gwamnonin Najeriya Da Na Maradi Sun Tattauna Batun Tsaro	Nigeria
Kasar Libiya Ta Dawo Da Wasu 'Yan Gudun Hijira 161 Zuwa Najeriya	Africa
Rayuka 26 Sun Salwanta a Harin Da Boko Haram Ta Kai Adamawa	Nigeria
Kokarin Dinke Sabuwar Baraka Tsakanin 'Yan Jam'iyyar Republican	World
Wa Ya Kashe Alex Badeh?	Nigeria
Takaddama Ta Kaure Kan Inda Za A Bisne Mugabe	Africa
